59, 12, 0, 0.77
53, 6, 0, 0.12
43, 8, 0, 0.29
36, 1, 0, 0.85
38, 3, 0, 0.22
47, 12, 0, 0.88
36, 1, 0, 4.2
50, 3, 0, 4.1
50, 3, 0, 0.25
65, 6, 0, 0.17
71, 12, 0, 2.3
57, 10, 0, 1.5
69, 10, 0, 3.6
38, 3, 0, 1.1
65, 6, 0, 2.5
48, 1, 0, 4.0
71, 12, 0, 0.92
64, 5, 0, 0.77
71, 12, 0, 0.7
69, 10, 0, 0.79
71, 12, 0, 2.5
57, 10, 0, 0.9
60, 1, 0, 0.42
65, 6, 0, 0.85
36, 1, 0, 0.12
55, 8, 0, 0.43
65, 6, 0, 0.66
43, 8, 0, 2.1
43, 8, 0, 2.9
48, 1, 0, 0.45
64, 5, 0, 0.31
50, 3, 0, 0.19
53, 6, 0, 0.75
43, 8, 0, 3.8
40, 5, 0, 0.57
55, 8, 0, 0.15
67, 8, 0, 0.73
64, 5, 0, 0.09
59, 12, 0, 0.88
65, 6, 0, 4.2
60, 1, 0, 0.42
41, 6, 0, 0.79
69, 10, 0, 0.48
52, 5, 0, 1.8
40, 5, 0, 0.71
45, 10, 0, 0.75
41, 6, 0, 0.49
55, 8, 0, 0.88
62, 3, 0, 0.63
64, 5, 0, 0.67
67, 8, 0, 0.11
55, 8, 0, 0.87
41, 6, 0, 0.8
45, 10, 0, 4.0
36, 1, 0, 0.36
69, 10, 0, 0.78
48, 1, 0, 0.34
71, 12, 0, 2.3
41, 6, 0, 0.29
43, 8, 0, 0.9
38, 3, 0, 0.76
52, 5, 0, 0.72
59, 12, 0, 0.57
38, 3, 0, 3.7
40, 5, 0, 0.85
50, 3, 0, 4.2
45, 10, 0, 0.54
36, 1, 0, 0.55
55, 8, 0, 2.9
45, 10, 0, 0.24
45, 10, 0, 0.64
65, 6, 0, 0.69
65, 6, 0, 3.7
71, 12, 0, 0.86
38, 3, 0, 0.72
55, 8, 0, 3.3
50, 3, 0, 2.2
64, 5, 0, 0.18
36, 1, 0, 0.79
48, 1, 0, 0.55
71, 12, 0, 0.48
41, 6, 0, 0.67
64, 5, 0, 0.76
55, 8, 0, 2.4
60, 1, 0, 0.08
71, 12, 0, 0.15
53, 6, 0, 0.95
38, 3, 0, 2.4
55, 8, 0, 0.59
64, 5, 0, 0.93
62, 3, 0, 0.25
62, 3, 0, 0.31
48, 1, 0, 2.0
62, 3, 0, 0.16
40, 5, 0, 0.56
47, 12, 0, 0.74
69, 10, 0, 0.79
53, 6, 0, 0.72
55, 8, 0, 0.99
55, 8, 0, 0.44
43, 8, 0, 0.16
52, 5, 0, 0.63
60, 1, 0, 0.43
47, 12, 0, 0.88
69, 10, 0, 0.36
67, 8, 0, 0.41
45, 10, 0, 0.43
48, 1, 0, 2.2
67, 8, 0, 3.8
69, 10, 0, 0.44
43, 8, 0, 0.54
64, 5, 0, 2.8
64, 5, 0, 0.88
52, 5, 0, 0.02
55, 8, 0, 0.14
55, 8, 0, 0.83
41, 6, 0, 0.93
38, 3, 0, 0.37
64, 5, 0, 0.7
47, 12, 0, 0.11
67, 8, 0, 3.2
50, 3, 0, 0.31
53, 6, 0, 4.4
50, 3, 0, 0.15
62, 3, 0, 3.5
41, 6, 0, 4.4
36, 1, 0, 1.9
67, 8, 0, 2.2
60, 1, 0, 4.0
64, 5, 0, 0.4
59, 12, 0, 0.47
57, 10, 0, 0.46
52, 5, 0, 0.59
62, 3, 0, 4.9
41, 6, 0, 4.3
55, 8, 0, 3.1
62, 3, 0, 0.49
55, 8, 0, 0.98
69, 10, 0, 0.36
43, 8, 0, 0.22
57, 10, 0, 3.9
47, 12, 0, 0.51
43, 8, 0, 0.36
50, 3, 0, 0.85
36, 1, 0, 0.11
36, 1, 0, 3.2
64, 5, 0, 1.2
36, 1, 0, 0.26
65, 6, 0, 0.8
47, 12, 0, 0.2
41, 6, 0, 4.9
45, 10, 0, 0.82
62, 3, 0, 3.3
40, 5, 0, 0.9
48, 1, 0, 0.97
69, 10, 0, 0.01
65, 6, 0, 0.62
53, 6, 0, 0.21
45, 10, 0, 0.31
53, 6, 0, 3.5
50, 3, 0, 3.0
48, 1, 0, 0.42
71, 12, 0, 0.36
64, 5, 0, 0.74
41, 6, 0, 0.11
48, 1, 0, 0.88
38, 3, 0, 1.1
59, 12, 0, 4.2
64, 5, 0, 0.13
55, 8, 0, 1.0
67, 8, 0, 4.7
45, 10, 0, 0.21
57, 10, 0, 0.76
40, 5, 0, 0.81
60, 1, 0, 0.39
67, 8, 0, 0.85
65, 6, 0, 3.5
67, 8, 0, 0.96
60, 1, 0, 0.58
62, 3, 0, 0.85
57, 10, 0, 1.4
43, 8, 0, 0.78
43, 8, 0, 0.72
43, 8, 0, 2.2
38, 3, 0, 0.93
50, 3, 0, 0.33
47, 12, 0, 3.4
53, 6, 0, 0.37
60, 1, 0, 0.84
38, 3, 0, 0.99
43, 8, 0, 0.77
59, 12, 0, 0.59
55, 8, 0, 0.36
53, 6, 0, 0.13
45, 10, 0, 2.4
48, 1, 0, 0.01
69, 10, 0, 1.3
55, 8, 0, 0.29
43, 8, 0, 4.9
65, 6, 0, 0.39
45, 10, 0, 0.75
67, 8, 0, 0.54
69, 10, 0, 0.27
62, 3, 0, 0.23
40, 5, 0, 0.16
52, 5, 0, 0.37
53, 6, 0, 0.72
40, 5, 0, 0.47
36, 1, 0, 4.4
50, 3, 0, 0.3
48, 1, 0, 0.15
57, 10, 0, 0.45
47, 12, 0, 3.4
59, 12, 0, 3.9
57, 10, 0, 3.9
64, 5, 0, 0.06
53, 6, 0, 1.7
55, 8, 0, 0.78
40, 5, 0, 0.44
65, 6, 0, 0.22
53, 6, 0, 0.13
62, 3, 0, 0.02
64, 5, 0, 0.6
38, 3, 0, 0.21
36, 1, 0, 0.33
41, 6, 0, 0.94
47, 12, 0, 0.58
38, 3, 0, 3.0
53, 6, 0, 2.4
45, 10, 0, 0.18
36, 1, 0, 0.28
62, 3, 0, 1.0
45, 10, 0, 3.3
67, 8, 0, 0.62
64, 5, 0, 0.94
67, 8, 0, 0.27
71, 12, 0, 0.73
45, 10, 0, 3.7
52, 5, 0, 3.3
40, 5, 0, 3.7
62, 3, 0, 0.21
67, 8, 0, 0.81
36, 1, 0, 0.21
36, 1, 0, 0.2
57, 10, 0, 0.29
36, 1, 0, 0.05
41, 6, 0, 1.3
41, 6, 0, 0.15
36, 1, 0, 0.76
52, 5, 0, 0.49
64, 5, 0, 4.7
48, 1, 0, 0.36
71, 12, 0, 0.89
65, 6, 0, 1.2
65, 6, 0, 3.0
59, 12, 0, 0.66
41, 6, 0, 0.03
45, 10, 0, 0.5
67, 8, 0, 0.21
47, 12, 0, 0.29
57, 10, 0, 2.4
38, 3, 0, 0.24
43, 8, 0, 0.44
65, 6, 0, 3.3
60, 1, 0, 2.7
48, 1, 0, 0.47
57, 10, 0, 0.64
71, 12, 0, 3.4
62, 3, 0, 0.88
57, 10, 0, 1.7
52, 5, 0, 2.8
40, 5, 0, 0.78
67, 8, 0, 0.53
38, 3, 0, 0.5
36, 1, 0, 0.23
60, 1, 0, 4.7
55, 8, 0, 2.9
69, 10, 0, 0.6
71, 12, 0, 0.0
60, 1, 0, 0.06
64, 5, 0, 0.4
60, 1, 0, 4.1
53, 6, 0, 0.0
38, 3, 0, 0.6
64, 5, 0, 0.32
59, 12, 0, 1.1
47, 12, 0, 0.22
50, 3, 0, 0.53
40, 5, 0, 4.5
65, 6, 0, 0.49
38, 3, 0, 0.21
60, 1, 0, 0.88
69, 10, 0, 0.94
53, 6, 0, 0.05
65, 6, 0, 1.9
50, 3, 0, 2.7
57, 10, 0, 0.93
38, 3, 0, 0.17
40, 5, 0, 0.57
53, 6, 0, 2.9
55, 8, 0, 0.34
62, 3, 0, 3.7
67, 8, 0, 0.74
62, 3, 0, 0.86
40, 5, 0, 0.87
48, 1, 0, 0.56
41, 6, 0, 4.4
50, 3, 0, 1.0
69, 10, 0, 0.47
45, 10, 0, 0.63
64, 5, 0, 4.5
48, 1, 0, 0.93
52, 5, 0, 0.14
43, 8, 0, 0.96
36, 1, 0, 0.89
60, 1, 0, 0.84
71, 12, 0, 0.23
60, 1, 0, 0.86
50, 3, 0, 0.73
48, 1, 0, 0.42
38, 3, 0, 0.61
48, 1, 0, 1.7
43, 8, 0, 2.1
53, 6, 0, 2.7
53, 6, 0, 3.2
36, 1, 0, 0.01
62, 3, 0, 0.83
59, 12, 0, 0.4
36, 1, 0, 0.32
69, 10, 0, 0.65
41, 6, 0, 0.27
48, 1, 0, 3.6
50, 3, 0, 0.83
69, 10, 0, 0.98
64, 5, 0, 2.5
57, 10, 0, 0.99
57, 10, 0, 0.12
41, 6, 0, 0.06
40, 5, 0, 0.98
71, 12, 0, 0.05
62, 3, 0, 3.9
60, 1, 0, 0.22
57, 10, 0, 0.1
38, 3, 0, 0.22
48, 1, 0, 0.36
50, 3, 0, 0.21
59, 12, 0, 3.5
41, 6, 0, 2.9
41, 6, 0, 0.78
55, 8, 0, 0.29
40, 5, 0, 0.87
36, 1, 0, 1.9
62, 3, 0, 0.03
57, 10, 0, 0.65
67, 8, 0, 0.91
52, 5, 0, 0.1
47, 12, 0, 0.34
38, 3, 0, 0.12
71, 12, 0, 0.33
57, 10, 0, 3.4
65, 6, 0, 0.83
53, 6, 0, 0.45
40, 5, 0, 0.81
41, 6, 0, 0.3
64, 5, 0, 3.5
59, 12, 0, 0.71
38, 3, 0, 0.12
36, 1, 0, 0.37
67, 8, 0, 0.96
45, 10, 0, 0.14
38, 3, 0, 0.63
45, 10, 0, 0.74
64, 5, 0, 0.25
57, 10, 0, 0.59
65, 6, 0, 4.4
55, 8, 0, 3.4
60, 1, 0, 0.35
38, 3, 0, 0.38
38, 3, 0, 0.02
59, 12, 0, 0.71
41, 6, 0, 0.27
47, 12, 0, 2.4
65, 6, 0, 2.5
69, 10, 0, 0.64
47, 12, 0, 0.07
59, 12, 0, 0.74
40, 5, 0, 0.06
50, 3, 0, 0.52
43, 8, 0, 3.2
67, 8, 0, 0.33
40, 5, 0, 0.02
45, 10, 0, 0.3
47, 12, 0, 0.95
59, 12, 0, 0.62
48, 1, 0, 0.25
43, 8, 0, 0.11
43, 8, 0, 0.83
40, 5, 0, 0.67
59, 12, 0, 0.18
50, 3, 0, 0.34
69, 10, 0, 0.82
52, 5, 0, 0.65
48, 1, 0, 0.24
38, 3, 0, 1.1
50, 3, 0, 2.3
52, 5, 0, 0.44
45, 10, 0, 1.0
40, 5, 0, 4.3
50, 3, 0, 0.92
43, 8, 0, 0.15
47, 12, 0, 0.1
50, 3, 0, 0.09
41, 6, 0, 0.91
45, 10, 0, 4.9
48, 1, 0, 0.47
62, 3, 0, 0.68
59, 12, 0, 1.1
57, 10, 0, 0.08
40, 5, 0, 0.69
45, 10, 0, 0.5
59, 12, 0, 0.39
41, 6, 0, 0.95
55, 8, 0, 0.11
57, 10, 0, 0.28
36, 1, 0, 3.2
47, 12, 0, 3.8
36, 1, 0, 4.2
52, 5, 0, 0.46
36, 1, 0, 2.6
60, 1, 0, 0.68
67, 8, 0, 3.8
40, 5, 0, 0.45
50, 3, 0, 0.88
62, 3, 0, 0.11
64, 5, 0, 0.31
60, 1, 0, 0.62
65, 6, 0, 1.4
69, 10, 0, 1.8
53, 6, 0, 1.1
53, 6, 0, 0.73
59, 12, 0, 1.5
65, 6, 0, 0.7
60, 1, 0, 0.43
55, 8, 0, 0.29
40, 5, 0, 0.92
69, 10, 0, 1.0
43, 8, 0, 3.0
41, 6, 0, 0.48
52, 5, 0, 1.0
40, 5, 0, 0.18
65, 6, 0, 0.69
67, 8, 0, 0.31
57, 10, 0, 0.37
48, 1, 0, 0.16
36, 1, 0, 0.92
43, 8, 0, 0.48
64, 5, 0, 2.7
36, 1, 0, 0.75
50, 3, 0, 3.5
38, 3, 0, 0.27
47, 12, 0, 0.0
60, 1, 0, 1.4
53, 6, 0, 3.4
47, 12, 0, 0.69
45, 10, 0, 0.61
45, 10, 0, 1.2
45, 10, 0, 4.9
48, 1, 0, 0.5
45, 10, 0, 0.87
69, 10, 0, 0.98
41, 6, 0, 0.35
55, 8, 0, 4.8
64, 5, 0, 0.3
69, 10, 0, 0.69
40, 5, 0, 0.5
43, 8, 0, 4.6
60, 1, 0, 0.95
64, 5, 0, 0.73
45, 10, 0, 4.4
43, 8, 0, 0.56
47, 12, 0, 0.33
47, 12, 0, 0.98
53, 6, 0, 0.86
43, 8, 0, 0.66
65, 6, 0, 0.18
67, 8, 0, 0.34
45, 10, 0, 0.46
36, 1, 0, 0.27
62, 3, 0, 0.56
48, 1, 0, 4.2
48, 1, 0, 0.24
69, 10, 0, 0.74
40, 5, 0, 0.64
48, 1, 0, 1.1
40, 5, 0, 0.19
55, 8, 0, 2.4
45, 10, 0, 0.15
59, 12, 0, 2.3
36, 1, 0, 0.02
69, 10, 0, 3.5
38, 3, 0, 0.83
48, 1, 0, 0.1
71, 12, 0, 0.49
60, 1, 0, 2.0
45, 10, 0, 0.38
48, 1, 0, 0.45
59, 12, 0, 0.24
62, 3, 0, 0.47
60, 1, 0, 0.86
62, 3, 0, 0.77
45, 10, 0, 3.8
50, 3, 0, 0.79
59, 12, 0, 3.2
65, 6, 0, 0.61
62, 3, 0, 0.49
57, 10, 0, 0.79
67, 8, 0, 0.97
43, 8, 0, 2.4
62, 3, 0, 0.06
52, 5, 0, 0.04
71, 12, 0, 0.37
50, 3, 0, 0.67
69, 10, 0, 4.8
40, 5, 0, 0.82
67, 8, 0, 0.88
62, 3, 0, 0.2
52, 5, 0, 2.0
48, 1, 0, 1.7
52, 5, 0, 0.98
64, 5, 0, 0.2
53, 6, 0, 0.72
67, 8, 0, 0.69
50, 3, 0, 0.7
60, 1, 0, 3.2
69, 10, 0, 3.6
69, 10, 0, 4.8
45, 10, 0, 0.74
59, 12, 0, 0.97
69, 10, 0, 0.7
40, 5, 0, 0.61
67, 8, 0, 0.7
64, 5, 0, 0.87
43, 8, 0, 3.2
59, 12, 0, 0.78
36, 1, 0, 2.2
50, 3, 0, 0.94
36, 1, 0, 1.6
62, 3, 0, 0.44
38, 3, 0, 4.7
59, 12, 0, 1.1
47, 12, 0, 0.52
52, 5, 0, 0.24
41, 6, 0, 0.41
43, 8, 0, 0.52
43, 8, 0, 0.0
67, 8, 0, 0.32
69, 10, 0, 0.89
69, 10, 0, 0.26
60, 1, 0, 1.7
67, 8, 0, 0.15
71, 12, 0, 0.16
47, 12, 0, 0.32
41, 6, 0, 0.12
53, 6, 0, 0.01
48, 1, 0, 0.63
43, 8, 0, 4.7
55, 8, 0, 2.9
53, 6, 0, 0.73
53, 6, 0, 3.9
40, 5, 0, 0.26
62, 3, 0, 0.8
50, 3, 0, 0.77
60, 1, 0, 0.79
62, 3, 0, 3.8
47, 12, 0, 0.36
67, 8, 0, 0.35
36, 1, 0, 0.55
36, 1, 0, 1.3
41, 6, 0, 0.53
67, 8, 0, 0.83
53, 6, 0, 0.33
50, 3, 0, 2.1
40, 5, 0, 0.09
40, 5, 0, 0.68
47, 12, 0, 0.74
57, 10, 0, 0.1
69, 10, 0, 0.14
59, 12, 0, 0.45
48, 1, 0, 3.2
41, 6, 0, 2.9
41, 6, 0, 0.14
71, 12, 0, 4.8
57, 10, 0, 0.9
43, 8, 0, 0.82
45, 10, 0, 3.1
67, 8, 0, 2.1
52, 5, 0, 0.48
38, 3, 0, 0.1
47, 12, 0, 0.93
53, 6, 0, 0.09
64, 5, 0, 0.74
65, 6, 0, 0.61
64, 5, 0, 0.97
59, 12, 0, 0.43
43, 8, 0, 0.82
40, 5, 0, 0.01
47, 12, 0, 0.55
60, 1, 0, 4.1
57, 10, 0, 0.95
60, 1, 0, 0.72
41, 6, 0, 0.36
38, 3, 0, 0.33
40, 5, 0, 0.71
55, 8, 0, 3.1
53, 6, 0, 0.97
36, 1, 0, 0.2
45, 10, 0, 0.14
67, 8, 0, 0.17
65, 6, 0, 0.35
38, 3, 0, 1.6
36, 1, 0, 0.45
40, 5, 0, 0.11
52, 5, 0, 0.7
52, 5, 0, 0.06
48, 1, 0, 0.17
59, 12, 0, 0.67
40, 5, 0, 0.19
65, 6, 0, 0.75
53, 6, 0, 0.31
38, 3, 0, 0.1
40, 5, 0, 4.9
53, 6, 0, 2.0
48, 1, 0, 0.43
71, 12, 0, 0.21
62, 3, 0, 3.2
48, 1, 0, 3.1
62, 3, 0, 0.24
65, 6, 0, 0.72
64, 5, 0, 0.67
62, 3, 0, 0.22
67, 8, 0, 0.02
57, 10, 0, 0.99
55, 8, 0, 4.9
65, 6, 0, 2.7
62, 3, 0, 0.53
57, 10, 0, 0.49
38, 3, 0, 0.49
57, 10, 0, 0.51
64, 5, 0, 0.3
55, 8, 0, 0.74
50, 3, 0, 3.9
47, 12, 0, 2.9
67, 8, 0, 0.9
62, 3, 0, 0.19
67, 8, 0, 1.1
53, 6, 0, 0.41
41, 6, 0, 0.1
60, 1, 0, 0.11
57, 10, 0, 0.55
