53, 6, -7, 6, 0, 0.12
43, 8, -10, 8, 0, 0.29
36, 1, -7, 1, 0, 0.85
38, 3, 2, 3, 0, 0.22
47, 12, 9, 12, 0, 0.88
36, 1, -11, 1, 0, 4.2
50, 3, 14, 3, 0, 4.1
50, 3, 0, 3, 0, 0.25
65, 6, 15, 6, 0, 0.17
71, 12, 6, 12, 0, 2.3
57, 10, -14, 10, 0, 1.5
69, 10, 12, 10, 0, 3.6
38, 3, -15, 3, 0, 1.1
65, 6, 13, 6, 0, 2.5
48, 1, -17, 1, 0, 4.0
71, 12, 23, 12, 0, 0.92
64, 5, -7, 5, 0, 0.77
71, 12, 7, 12, 0, 0.7
69, 10, -2, 10, 0, 0.79
71, 12, 2, 12, 0, 2.5
57, 10, -14, 10, 0, 0.9
60, 1, 3, 1, 0, 0.42
65, 6, 5, 6, 0, 0.85
36, 1, -14, 1, 0, 0.12
55, 8, 19, 8, 0, 0.43
65, 6, 10, 6, 0, 0.66
43, 8, -22, 8, 0, 2.1
43, 8, 0, 8, 0, 2.9
48, 1, 5, 1, 0, 0.45
64, 5, 16, 5, 0, 0.31
50, 3, -14, 3, 0, 0.19
53, 6, 3, 6, 0, 0.75
43, 8, -10, 8, 0, 3.8
40, 5, -3, 5, 0, 0.57
55, 8, 15, 8, 0, 0.15
67, 8, 12, 8, 0, 0.73
64, 5, -3, 5, 0, 0.09
59, 12, -5, 12, 0, 0.88
65, 6, 6, 6, 0, 4.2
60, 1, -5, 1, 0, 0.42
41, 6, -19, 6, 0, 0.79
69, 10, 14, 10, 0, 0.48
52, 5, -17, 5, 0, 1.8
40, 5, -12, 5, 0, 0.71
45, 10, 5, 10, 0, 0.75
41, 6, -4, 6, 0, 0.49
55, 8, 14, 8, 0, 0.88
62, 3, 7, 3, 0, 0.63
64, 5, 2, 5, 0, 0.67
67, 8, 3, 8, 0, 0.11
55, 8, -12, 8, 0, 0.87
41, 6, -14, 6, 0, 0.8
45, 10, 4, 10, 0, 4.0
36, 1, -9, 1, 0, 0.36
69, 10, 16, 10, 0, 0.78
48, 1, -21, 1, 0, 0.34
71, 12, 23, 12, 0, 2.3
41, 6, -15, 6, 0, 0.29
43, 8, 2, 8, 0, 0.9
38, 3, -5, 3, 0, 0.76
52, 5, 14, 5, 0, 0.72
59, 12, 7, 12, 0, 0.57
38, 3, -21, 3, 0, 3.7
40, 5, 2, 5, 0, 0.85
50, 3, 10, 3, 0, 4.2
45, 10, -5, 10, 0, 0.54
36, 1, -9, 1, 0, 0.55
55, 8, 19, 8, 0, 2.9
45, 10, -10, 10, 0, 0.24
45, 10, 0, 10, 0, 0.64
65, 6, 20, 6, 0, 0.69
65, 6, 0, 6, 0, 3.7
71, 12, 6, 12, 0, 0.86
38, 3, -16, 3, 0, 0.72
55, 8, 17, 8, 0, 3.3
50, 3, -5, 3, 0, 2.2
64, 5, 14, 5, 0, 0.18
36, 1, -14, 1, 0, 0.79
48, 1, 12, 1, 0, 0.55
71, 12, 23, 12, 0, 0.48
41, 6, -15, 6, 0, 0.67
64, 5, 23, 5, 0, 0.76
55, 8, -9, 8, 0, 2.4
60, 1, 5, 1, 0, 0.08
71, 12, 11, 12, 0, 0.15
53, 6, -18, 6, 0, 0.95
38, 3, -15, 3, 0, 2.4
55, 8, 17, 8, 0, 0.59
64, 5, 9, 5, 0, 0.93
62, 3, -2, 3, 0, 0.25
62, 3, 0, 3, 0, 0.31
48, 1, -14, 1, 0, 2.0
62, 3, 14, 3, 0, 0.16
40, 5, -22, 5, 0, 0.56
47, 12, 7, 12, 0, 0.74
69, 10, 22, 10, 0, 0.79
53, 6, -16, 6, 0, 0.72
55, 8, 2, 8, 0, 0.99
55, 8, 0, 8, 0, 0.44
43, 8, -12, 8, 0, 0.16
52, 5, 9, 5, 0, 0.63
60, 1, 8, 1, 0, 0.43
47, 12, -13, 12, 0, 0.88
69, 10, 22, 10, 0, 0.36
67, 8, -2, 8, 0, 0.41
45, 10, -22, 10, 0, 0.43
48, 1, 3, 1, 0, 2.2
67, 8, 19, 8, 0, 3.8
69, 10, 2, 10, 0, 0.44
43, 8, -13, 8, 0, 0.54
64, 5, 21, 5, 0, 2.8
64, 5, 0, 5, 0, 0.88
52, 5, -12, 5, 0, 0.02
55, 8, 3, 8, 0, 0.14
55, 8, 0, 8, 0, 0.83
41, 6, -14, 6, 0, 0.93
38, 3, -3, 3, 0, 0.37
64, 5, 13, 5, 0, 0.7
47, 12, -17, 12, 0, 0.11
67, 8, 20, 8, 0, 3.2
50, 3, -17, 3, 0, 0.31
53, 6, 3, 6, 0, 4.4
50, 3, -3, 3, 0, 0.15
62, 3, 12, 3, 0, 3.5
41, 6, -21, 6, 0, 4.4
36, 1, -5, 1, 0, 1.9
67, 8, 15, 8, 0, 2.2
60, 1, -7, 1, 0, 4.0
64, 5, 4, 5, 0, 0.4
59, 12, -5, 12, 0, 0.47
57, 10, -2, 10, 0, 0.46
52, 5, -5, 5, 0, 0.59
62, 3, 10, 3, 0, 4.9
41, 6, -21, 6, 0, 4.3
55, 8, 14, 8, 0, 3.1
62, 3, 7, 3, 0, 0.49
55, 8, -7, 8, 0, 0.98
69, 10, 14, 10, 0, 0.36
43, 8, -13, 8, 0, 0.22
57, 10, 14, 10, 0, 3.9
47, 12, -10, 12, 0, 0.51
43, 8, -4, 8, 0, 0.36
50, 3, 7, 3, 0, 0.85
36, 1, -14, 1, 0, 0.11
