36, 0.32, 1
41, 3.1, 1
40, 0.21, 1
60, 3.7, 1
40, 3.3, 1
55, 0.85, 1
69, 4.8, 1
50, 0.35, 1
48, 0.13, 1
50, 0.55, 1
40, 0.91, 1
60, 0.89, 1
67, 4.6, 1
36, 2.3, 1
53, 0.46, 1
71, 1.8, 1
57, 4.9, 1
45, 0.92, 1
69, 1.6, 1
38, 0.55, 1
53, 0.95, 1
64, 1.1, 1
36, 0.38, 1
48, 0.36, 1
65, 0.87, 1
65, 0.07, 1
69, 0.5, 1
53, 0.01, 1
53, 0.22, 1
65, 3.2, 1
60, 1.7, 1
48, 0.47, 1
48, 0.39, 1
62, 2.1, 1
36, 0.76, 1
50, 0.26, 1
41, 0.19, 1
59, 3.9, 1
69, 0.0, 1
53, 4.1, 1
38, 0.47, 1
64, 2.5, 1
45, 0.74, 1
47, 0.95, 1
36, 0.98, 1
71, 0.07, 1
69, 0.25, 1
38, 0.38, 1
60, 0.72, 1
60, 1.2, 1
57, 0.07, 1
41, 1.5, 1
62, 0.72, 1
64, 1.1, 1
38, 0.3, 1
65, 2.7, 1
50, 2.8, 1
60, 0.28, 1
47, 0.83, 1
55, 4.0, 1
59, 3.0, 1
64, 0.06, 1
67, 0.11, 1
41, 0.01, 1
40, 0.29, 1
36, 0.32, 1
62, 3.3, 1
59, 0.75, 1
53, 0.37, 1
69, 0.52, 1
52, 1.9, 1
47, 0.47, 1
40, 3.2, 1
40, 0.75, 1
57, 1.1, 1
36, 0.91, 1
45, 1.2, 1
38, 4.5, 1
48, 3.6, 1
38, 0.92, 1
71, 4.4, 1
59, 0.96, 1
69, 0.22, 1
62, 0.79, 1
64, 0.37, 1
38, 0.88, 1
43, 1.3, 1
41, 0.69, 1
41, 2.2, 1
60, 0.66, 1
55, 0.55, 1
43, 0.36, 1
41, 0.29, 1
59, 0.91, 1
53, 0.07, 1
52, 0.57, 1
55, 3.7, 1
53, 0.11, 1
43, 4.3, 1
59, 0.88, 1
48, 0.99, 1
38, 0.73, 1
71, 2.7, 1
64, 0.75, 1
36, 0.67, 1
71, 3.5, 1
53, 4.8, 1
53, 0.09, 1
40, 2.7, 1
59, 0.0, 1
60, 0.28, 1
47, 1.2, 1
50, 0.95, 1
52, 1.0, 1
60, 4.2, 1
47, 0.18, 1
43, 0.92, 1
64, 0.14, 1
60, 0.55, 1
71, 0.36, 1
41, 0.67, 1
67, 0.66, 1
59, 0.95, 1
59, 0.05, 1
36, 0.19, 1
64, 0.29, 1
60, 3.4, 1
47, 0.46, 1
50, 0.47, 1
41, 0.87, 1
36, 0.22, 1
62, 0.86, 1
41, 0.36, 1
36, 0.37, 1
69, 0.11, 1
50, 4.7, 1
59, 0.99, 1
45, 3.0, 1
67, 2.1, 1
36, 0.16, 1
53, 0.67, 1
67, 0.01, 1
38, 0.34, 1
52, 3.2, 1
50, 0.23, 1
67, 0.4, 1
40, 2.5, 1
50, 0.63, 1
52, 1.2, 1
57, 4.6, 1
41, 0.0, 1
47, 0.28, 1
